source,target,weight
homes,ambiguous,0
homes,among,0
homes,appointment,0
homes,appraisers,0
homes,assistance,0
homes,atlanta,0
homes,atlantas,0
homes,automobile,0
homes,available,0
homes,awarding,0
homes,believes,0
homes,best,0
homes,burden,0
homes,charge,0
homes,charged,0
homes,child,1
homes,city,0
homes,clerical,0
homes,combined,0
homes,commented,0
homes,committee,0
homes,compensation,0
homes,conducted,0
homes,considering,0
homes,continue,0
homes,cost,0
homes,counties,0
homes,county,0
homes,court,0
homes,date,0
homes,department,0
homes,departments,1
homes,deserves,0
homes,disable,0
homes,disproportionate,0
homes,distribute,0
homes,distribution,0
homes,durwood,0
homes,effected,0
homes,effective,0
homes,efficiency,0
homes,election,0
homes,enabling,0
homes,end,0
homes,evidence,0
homes,exception,0
homes,executive,0
homes,experienced,0
homes,failure,0
homes,federal,1
homes,feel,0
homes,fees,0
homes,find,0
homes,fire,0
homes,fit,0
homes,follow,0
homes,foster,1
homes,friday,0
homes,fulton,0
homes,funds,1
homes,future,0
homes,general,0
homes,generally,0
homes,georgias,0
homes,governments,0
homes,grand,1
homes,granted,1
homes,greater,0
homes,guardians,0
homes,handful,0
homes,handling,1
homes,hardfought,0
homes,homes,0
homes,however,0
homes,implementation,0
homes,improving,0
homes,inadequate,0
homes,interest,0
homes,inure,0
homes,investigate,0
homes,investigation,0
homes,irregularities,0
homes,items,0
homes,ivan,0
homes,judge,0
homes,jurors,0
homes,jury,1
homes,lacking,0
homes,law,0
homes,laws,0
homes,legislators,0
homes,legislature,0
homes,less,0
homes,major,0
homes,manner,0
homes,many,0
homes,may,0
homes,mayornominate,0
homes,merger,0
homes,might,0
homes,modernizing,0
homes,money,0
homes,nevertheless,0
homes,next,0
homes,none,0
homes,number,0
homes,offices,0
homes,often,0
homes,one,0
homes,operated,0
homes,orderly,0
homes,ordinarys,0
homes,outgoing,0
homes,outmoded,0
homes,overall,0
homes,personnel,0
homes,place,0
homes,policies,0
homes,populous,0
homes,portion,0
homes,possible,0
homes,practices,0
homes,praise,0
homes,presentments,0
homes,primary,0
homes,problem,0
homes,produced,0
homes,program,0
homes,proportionate,0
homes,proposed,0
homes,protected,0
homes,provide,0
homes,purchasing,0
homes,pye,0
homes,realize,0
homes,receive,0
homes,received,0
homes,receives,0
homes,recent,0
homes,recommended,0
homes,reduce,0
homes,registration,0
homes,relative,0
homes,remedy,0
homes,reports,0
homes,reset,0
homes,result,0
homes,revised,0
homes,said,0
homes,seen,0
homes,septemberoctober,0
homes,services,1
homes,size,0
homes,state,1
homes,steps,0
homes,studied,0
homes,superior,0
homes,swipe,1
homes,take,0
homes,taxpayers,0
homes,term,0
homes,termend,0
homes,thanks,0
homes,title,0
homes,took,1
homes,topics,0
homes,two,0
homes,urged,0
homes,voters,0
homes,wards,0
homes,welfare,2
homes,well,0
homes,widespread,0
however,accepted,0
however,achieve,1
however,act,0
however,administration,1
however,administrators,0
however,allen,0
however,also,0
however,ambiguous,0
however,among,0
however,appointment,0
however,appraisers,0
however,assistance,0
however,atlanta,0
however,atlantas,0
however,automobile,0
however,available,0
however,awarding,0
however,believes,1
however,best,0
however,burden,0
however,charge,0
however,charged,0
however,child,0
however,city,0
however,clerical,0
however,combined,1
however,commented,0
however,committee,0
however,compensation,0
however,conducted,0
however,considering,0
however,continue,0
however,cost,1
however,counties,0
however,county,0
however,court,0
however,date,0
however,department,0
however,departments,0
however,deserves,0
however,disable,0
however,disproportionate,0
however,distribute,0
however,distribution,0
however,durwood,0
however,effected,0
however,effective,0
however,efficiency,1
however,election,0
however,enabling,0
however,end,0
however,evidence,0
however,exception,0
however,executive,0
however,experienced,0
however,failure,0
however,federal,0
however,feel,0
however,fees,0
however,find,0
however,fire,0
however,fit,0
however,follow,0
however,foster,0
however,friday,0
however,fulton,0
however,funds,0
however,future,0
however,general,0
however,generally,0
however,georgias,0
however,governments,0
however,grand,0
however,granted,0
however,greater,1
however,guardians,0
however,handful,0
however,handling,0
however,hardfought,0
however,homes,0
however,however,0
however,implementation,0
however,improving,0
however,inadequate,0
however,interest,0
however,inure,0
however,investigate,0
however,investigation,0
however,irregularities,0
however,items,0
however,ivan,0
however,judge,0
however,jurors,0
however,jury,1
however,lacking,0
however,law,0
however,laws,0
however,legislators,0
however,legislature,0
however,less,0
however,major,0
however,manner,0
however,many,0
however,may,0
however,mayornominate,0
however,merger,0
however,might,0
however,modernizing,0
however,money,0
however,nevertheless,0
however,next,0
however,none,0
however,number,0
however,offices,1
however,often,0
however,one,0
however,operated,0
however,orderly,0
however,ordinarys,0
however,outgoing,0
however,outmoded,0
however,overall,0
however,personnel,0
however,place,0
however,policies,0
however,populous,0
however,portion,0
however,possible,0
however,practices,0
however,praise,0
however,presentments,0
however,primary,0
however,problem,0
however,produced,0
however,program,0
however,proportionate,0
however,proposed,0
however,protected,0
however,provide,0
however,purchasing,0
however,pye,0
however,realize,0
however,receive,0
however,received,0
however,receives,0
however,recent,0
however,recommended,0
however,reduce,1
however,registration,0
however,relative,0
however,remedy,0
however,reports,0
however,reset,0
however,result,0
however,revised,0
however,said,1
however,seen,0
however,septemberoctober,0
however,services,0
however,size,0
however,state,0
however,steps,0
however,studied,0
however,superior,0
however,swipe,0
however,take,0
however,taxpayers,0
however,term,0
however,termend,0
however,thanks,0
however,title,0
however,took,0
however,topics,0
however,two,1
however,urged,0
however,voters,0
however,wards,0
however,welfare,0
however,well,0
however,widespread,0
implementation,accepted,0
implementation,achieve,0
implementation,act,0
implementation,administration,0
implementation,administrators,0
implementation,allen,0
implementation,also,1
implementation,ambiguous,0
implementation,among,0
implementation,appointment,0
implementation,appraisers,0
implementation,assistance,0
implementation,atlanta,0
implementation,atlantas,0
implementation,automobile,1
implementation,available,0
implementation,awarding,0
implementation,believes,0
implementation,best,0
implementation,burden,0
implementation,charge,0
implementation,charged,0
implementation,child,0
implementation,city,0
implementation,clerical,0
implementation,combined,0
implementation,commented,0
implementation,committee,0
implementation,compensation,0
implementation,conducted,0
implementation,considering,0
implementation,continue,0
implementation,cost,0
implementation,counties,0
implementation,county,0
implementation,court,0
implementation,date,1
implementation,department,0
implementation,departments,0
implementation,deserves,0
implementation,disable,0
implementation,disproportionate,0
implementation,distribute,0
implementation,distribution,0
implementation,durwood,0
implementation,effected,1
implementation,effective,1
implementation,efficiency,0
implementation,election,0
implementation,enabling,1
implementation,end,0
implementation,evidence,0
implementation,exception,0
implementation,executive,0
implementation,experienced,0
implementation,failure,0
implementation,federal,0
implementation,feel,0
implementation,fees,0
implementation,find,0
implementation,fire,0
implementation,fit,0
implementation,follow,0
implementation,foster,0
implementation,friday,0
implementation,fulton,0
implementation,funds,1
implementation,future,0
implementation,general,0
implementation,generally,0
implementation,georgias,1
implementation,governments,0
implementation,grand,0
implementation,granted,0
implementation,greater,0
implementation,guardians,0
implementation,handful,0
implementation,handling,0
implementation,hardfought,0
implementation,homes,0
implementation,however,0
implementation,implementation,0
implementation,improving,0
implementation,inadequate,0
implementation,interest,0
implementation,inure,0
implementation,investigate,0
implementation,investigation,0
implementation,irregularities,0
implementation,items,0
implementation,ivan,0
implementation,judge,0
implementation,jurors,0
implementation,jury,1
implementation,lacking,0
implementation,law,2
implementation,laws,0
implementation,legislators,0
implementation,legislature,1
implementation,less,0
implementation,major,0
implementation,manner,0
implementation,many,0
implementation,may,1
implementation,mayornominate,0
implementation,merger,0
implementation,might,0
implementation,modernizing,0
implementation,money,0
implementation,nevertheless,0
implementation,next,1
implementation,none,0
implementation,number,0
implementation,offices,0
implementation,often,0
implementation,one,0
implementation,operated,0
implementation,orderly,1
implementation,ordinarys,0
implementation,outgoing,1
implementation,outmoded,0
implementation,overall,0
implementation,personnel,0
implementation,place,0
implementation,policies,0
implementation,populous,0
implementation,portion,0
implementation,possible,0
implementation,practices,0
implementation,praise,0
implementation,presentments,0
implementation,primary,0
implementation,problem,0
implementation,produced,0
implementation,program,0
implementation,proportionate,0
implementation,proposed,0
implementation,protected,0
implementation,provide,1
implementation,purchasing,0
implementation,pye,0
implementation,realize,0
implementation,receive,0
implementation,received,0
implementation,receives,0
implementation,recent,0
implementation,recommended,1
implementation,reduce,0
implementation,registration,0
implementation,relative,0
implementation,remedy,0
implementation,reports,0
implementation,reset,1
implementation,result,0
implementation,revised,0
implementation,said,0
implementation,seen,0
implementation,septemberoctober,0
implementation,services,0
implementation,size,0
implementation,state,0
implementation,steps,0
implementation,studied,0
implementation,superior,0
implementation,swipe,0
implementation,take,0
implementation,taxpayers,0
implementation,term,0
implementation,termend,0
implementation,thanks,0
implementation,title,1
implementation,took,0
implementation,topics,0
implementation,two,0
implementation,urged,1
implementation,voters,0
implementation,wards,0
implementation,welfare,0
implementation,well,0
implementation,widespread,0
improving,accepted,0
improving,achieve,0
improving,act,1
improving,administration,0
improving,administrators,0
improving,allen,0
improving,also,0
improving,ambiguous,0
improving,among,0
improving,appointment,0
improving,appraisers,0
improving,assistance,0
improving,atlanta,0
improving,atlantas,0
improving,automobile,0
improving,available,0
improving,awarding,0
improving,believes,0
improving,best,0
improving,burden,0
improving,charge,0
improving,charged,0
improving,child,0
improving,city,0
improving,clerical,0
improving,combined,0
improving,commented,0
improving,committee,0
improving,compensation,0
improving,conducted,0
improving,considering,0
improving,continue,0
improving,cost,0
improving,counties,0
improving,county,0
improving,court,0
improving,date,0
improving,department,0
improving,departments,0
improving,deserves,0
improving,disable,0
improving,disproportionate,0
improving,distribute,0
improving,distribution,0
improving,durwood,0
improving,effected,0
improving,effective,0
improving,efficiency,0
improving,election,0
improving,enabling,0
improving,end,1
improving,evidence,0
improving,exception,0
improving,executive,0
improving,experienced,0
improving,failure,0
improving,federal,0
improving,feel,0
improving,fees,0
improving,find,0
improving,fire,0
improving,fit,0
improving,follow,0
improving,foster,0
improving,friday,0
improving,fulton,1
improving,funds,0
improving,future,0
improving,general,0
improving,generally,0
improving,georgias,0
improving,governments,0
improving,grand,0
improving,granted,0
improving,greater,0
improving,guardians,0
improving,handful,0
improving,handling,0
improving,hardfought,0
improving,homes,0
improving,however,0
improving,implementation,0
improving,improving,0
improving,inadequate,0
improving,interest,0
improving,inure,0
improving,investigate,0
improving,investigation,0
improving,irregularities,0
improving,items,0
improving,ivan,0
improving,judge,0
improving,jurors,0
improving,jury,0
improving,lacking,0
improving,law,0
improving,laws,1
improving,legislators,1
improving,legislature,0
improving,less,0
improving,major,0
improving,manner,0
improving,many,0
improving,may,0
improving,mayornominate,0
improving,merger,0
improving,might,0
improving,modernizing,1
improving,money,0
improving,nevertheless,0
improving,next,0
improving,none,0
improving,number,0
improving,offices,0
improving,often,0
improving,one,0
improving,operated,0
improving,orderly,0
improving,ordinarys,0
improving,outgoing,0
improving,outmoded,0
improving,overall,0
improving,personnel,0
improving,place,0
improving,policies,0
improving,populous,0
improving,portion,0
improving,possible,0
improving,practices,0
improving,praise,0
improving,presentments,0
improving,primary,0
improving,problem,0
improving,produced,0
improving,program,0
improving,proportionate,0
improving,proposed,0
improving,protected,0
improving,provide,0
improving,purchasing,0
improving,pye,0
improving,realize,0
improving,receive,0
improving,received,0
improving,receives,0
improving,recent,0
improving,recommended,1
improving,reduce,0
improving,registration,0
improving,relative,0
improving,remedy,0
improving,reports,0
improving,reset,0
improving,result,0
improving,revised,1
improving,said,0
improving,seen,0
improving,septemberoctober,0
improving,services,0
improving,size,0
improving,state,0
improving,steps,0
improving,studied,1
improving,superior,0
improving,swipe,0
improving,take,0
improving,taxpayers,0
improving,term,0
improving,termend,0
improving,thanks,0
improving,title,0
improving,took,0
improving,topics,0
improving,two,0
improving,urged,0
improving,voters,0
improving,wards,0
improving,welfare,0
improving,well,0
improving,widespread,0
inadequate,accepted,0
inadequate,achieve,0
inadequate,act,0
inadequate,administration,0
inadequate,administrators,0
inadequate,allen,0
inadequate,also,0
inadequate,ambiguous,1
inadequate,among,0
inadequate,appointment,0
inadequate,appraisers,0
inadequate,assistance,0
inadequate,atlanta,0
inadequate,atlantas,0
inadequate,automobile,0
inadequate,available,0
inadequate,awarding,0
inadequate,believes,0
inadequate,best,0
inadequate,burden,0
inadequate,charge,0
inadequate,charged,0
inadequate,child,0
inadequate,city,0
inadequate,clerical,0
inadequate,combined,0
inadequate,commented,0
inadequate,committee,0
inadequate,compensation,0
inadequate,conducted,0
inadequate,considering,0
inadequate,continue,0
inadequate,cost,0
inadequate,counties,0
inadequate,county,0
inadequate,court,0
inadequate,date,0
inadequate,department,0
inadequate,departments,0
inadequate,deserves,0
inadequate,disable,0
inadequate,disproportionate,0
inadequate,distribute,0
inadequate,distribution,0
inadequate,durwood,0
inadequate,effected,0
inadequate,effective,0
inadequate,efficiency,0
inadequate,election,1
inadequate,enabling,0
inadequate,end,0
inadequate,evidence,0
inadequate,exception,0
inadequate,executive,0
inadequate,experienced,0
inadequate,failure,0
inadequate,federal,0
inadequate,feel,0
inadequate,fees,0
inadequate,find,1
inadequate,fire,0
inadequate,fit,0
inadequate,follow,0
inadequate,foster,0
inadequate,friday,0
inadequate,fulton,0
inadequate,funds,0
inadequate,future,0
inadequate,general,0
inadequate,generally,0
inadequate,georgias,1
inadequate,governments,0
inadequate,grand,0
inadequate,granted,0
inadequate,greater,0
inadequate,guardians,0
inadequate,handful,0
inadequate,handling,0
inadequate,hardfought,0
inadequate,homes,0
inadequate,however,0
inadequate,implementation,0
inadequate,improving,0
inadequate,inadequate,0
inadequate,interest,0
inadequate,inure,0
inadequate,investigate,0
inadequate,investigation,0
inadequate,irregularities,0
inadequate,items,0
inadequate,ivan,0
inadequate,judge,0
inadequate,jurors,0
inadequate,jury,1
inadequate,lacking,0
inadequate,law,0
inadequate,laws,1
inadequate,legislators,0
inadequate,legislature,0
inadequate,less,0
inadequate,major,0
inadequate,manner,0
inadequate,many,1
inadequate,may,0
inadequate,mayornominate,0
inadequate,merger,0
inadequate,might,0
inadequate,modernizing,0
inadequate,money,0
inadequate,nevertheless,0
inadequate,next,0
inadequate,none,0
inadequate,number,0
inadequate,offices,0
inadequate,often,1
inadequate,one,0
inadequate,operated,0
inadequate,orderly,0
inadequate,ordinarys,0
inadequate,outgoing,0
inadequate,outmoded,1
inadequate,overall,0
inadequate,personnel,0
inadequate,place,0
inadequate,policies,0
inadequate,populous,0
inadequate,portion,0
inadequate,possible,0
inadequate,practices,0
inadequate,praise,0
inadequate,presentments,0
inadequate,primary,0
inadequate,problem,0
inadequate,produced,0
inadequate,program,0
inadequate,proportionate,0
inadequate,proposed,0
inadequate,protected,0
inadequate,provide,0
inadequate,purchasing,0
inadequate,pye,0
inadequate,realize,0
inadequate,receive,0
inadequate,received,0
inadequate,receives,0
inadequate,recent,0
inadequate,recommended,0
inadequate,reduce,0
inadequate,registration,1
inadequate,relative,0
inadequate,remedy,0
inadequate,reports,0
inadequate,reset,0
inadequate,result,0
inadequate,revised,0
inadequate,said,1
inadequate,seen,0
inadequate,septemberoctober,0
inadequate,services,0
inadequate,size,0
inadequate,state,0
inadequate,steps,0
inadequate,studied,0
inadequate,superior,0
inadequate,swipe,0
inadequate,take,0
inadequate,taxpayers,0
inadequate,term,0
inadequate,termend,0
inadequate,thanks,0
inadequate,title,0
inadequate,took,0
inadequate,topics,0
inadequate,two,0
inadequate,urged,0
inadequate,voters,0
inadequate,wards,0
inadequate,welfare,0
inadequate,well,0
inadequate,widespread,0
interest,accepted,1
interest,achieve,0
interest,act,0
interest,administration,0
interest,administrators,0
interest,allen,0
interest,also,0
interest,ambiguous,0
interest,among,1
interest,appointment,0
interest,appraisers,0
interest,assistance,0
interest,atlanta,1
interest,atlantas,0
interest,automobile,0
interest,available,0
interest,awarding,0
interest,believes,0
interest,best,1
interest,burden,0
interest,charge,0
interest,charged,0
interest,child,0
interest,city,1
interest,clerical,0
interest,combined,0
interest,commented,1
interest,committee,0
interest,compensation,0
interest,conducted,0
interest,considering,1
interest,continue,0
interest,cost,0
interest,counties,0
interest,county,1
interest,court,0
interest,date,0
interest,department,0
interest,departments,1
interest,deserves,0
interest,disable,0
interest,disproportionate,0
interest,distribute,0
interest,distribution,0
interest,durwood,0
interest,effected,0
interest,effective,0
interest,efficiency,0
interest,election,1
interest,enabling,0
interest,end,0
interest,evidence,0
interest,exception,0
interest,executive,0
interest,experienced,0
interest,failure,0
interest,federal,0
interest,feel,0
interest,fees,0
interest,find,0
interest,fire,0
interest,fit,0
interest,follow,1
interest,foster,0
interest,friday,0
interest,fulton,1
interest,funds,0
interest,future,0
interest,general,0
interest,generally,1
interest,georgias,0
interest,governments,1
interest,grand,1
interest,granted,0
interest,greater,0
interest,guardians,0
interest,handful,1
interest,handling,0
interest,hardfought,0
interest,homes,0
interest,however,0
interest,implementation,0
interest,improving,0
interest,inadequate,0
interest,interest,0
interest,inure,1
interest,investigate,0
interest,investigation,0
interest,irregularities,0
interest,items,0
interest,ivan,0
interest,judge,0
interest,jurors,0
interest,jury,2
interest,lacking,0
interest,law,0
interest,laws,0
interest,legislators,0
interest,legislature,0
interest,less,0
interest,major,0
interest,manner,0
interest,many,0
interest,may,0
interest,mayornominate,0
interest,merger,0
interest,might,0
interest,modernizing,0
interest,money,0
interest,nevertheless,0
interest,next,0
interest,none,0
interest,number,2
interest,offices,0
interest,often,0
interest,one,0
interest,operated,1
interest,orderly,0
interest,ordinarys,0
interest,outgoing,0
interest,outmoded,0
interest,overall,0
interest,personnel,0
interest,place,0
interest,policies,0
interest,populous,0
interest,portion,0
interest,possible,0
interest,practices,1
interest,praise,0
interest,presentments,0
interest,primary,0
interest,problem,0
interest,produced,0
interest,program,0
interest,proportionate,0
interest,proposed,0
interest,protected,0
interest,provide,0
interest,purchasing,1
interest,pye,0
interest,realize,0
interest,receive,0
interest,received,1
interest,receives,0
interest,recent,0
interest,recommended,0
interest,reduce,0
interest,registration,0
interest,relative,1
interest,remedy,0
interest,reports,1
interest,reset,0
interest,result,0
interest,revised,0
interest,said,2
interest,seen,0
interest,septemberoctober,0
interest,services,0
interest,size,1
interest,state,0
interest,steps,0
interest,studied,0
interest,superior,0
interest,swipe,0
interest,take,0
interest,taxpayers,0
interest,term,0
interest,termend,0
interest,thanks,0
interest,title,0
interest,took,0
interest,topics,1
interest,two,0
interest,urged,0
interest,voters,1
interest,wards,0
interest,welfare,0
interest,well,1
interest,widespread,1
inure,accepted,1
inure,achieve,0
inure,act,0
inure,administration,0
inure,administrators,0
inure,allen,0
inure,also,0
inure,ambiguous,0
inure,among,1
inure,appointment,0
inure,appraisers,0
inure,assistance,0
inure,atlanta,1
inure,atlantas,0
inure,automobile,0
inure,available,0
inure,awarding,0
inure,believes,0
inure,best,1
inure,burden,0
inure,charge,0
inure,charged,0
inure,child,0
inure,city,0
inure,clerical,0
inure,combined,0
inure,commented,1
inure,committee,0
inure,compensation,0
inure,conducted,0
inure,considering,0
inure,continue,0
inure,cost,0
inure,counties,0
inure,county,1
inure,court,0
inure,date,0
inure,department,0
inure,departments,1
inure,deserves,0
inure,disable,0
inure,disproportionate,0
inure,distribute,0
inure,distribution,0
inure,durwood,0
inure,effected,0
inure,effective,0
inure,efficiency,0
inure,election,0
inure,enabling,0
inure,end,0
inure,evidence,0
inure,exception,0
inure,executive,0
inure,experienced,0
inure,failure,0
inure,federal,0
inure,feel,0
inure,fees,0
inure,find,0
inure,fire,0
inure,fit,0
inure,follow,1
inure,foster,0
inure,friday,0
inure,fulton,1
inure,funds,0
inure,future,0
inure,general,0
inure,generally,1
inure,georgias,0
inure,governments,1
inure,grand,1
inure,granted,0
inure,greater,0
inure,guardians,0
inure,handful,0
inure,handling,0
inure,hardfought,0
inure,homes,0
inure,however,0
inure,implementation,0
inure,improving,0
inure,inadequate,0
inure,interest,1
inure,inure,0
inure,investigate,0
inure,investigation,0
inure,irregularities,0
inure,items,0
inure,ivan,0
inure,judge,0
inure,jurors,0
inure,jury,1
inure,lacking,0
inure,law,0
inure,laws,0
inure,legislators,0
inure,legislature,0
inure,less,0
inure,major,0
inure,manner,0
inure,many,0
inure,may,0
inure,mayornominate,0
inure,merger,0
inure,might,0
inure,modernizing,0
inure,money,0
inure,nevertheless,0
inure,next,0
inure,none,0
inure,number,1
inure,offices,0
inure,often,0
inure,one,0
inure,operated,1
inure,orderly,0
inure,ordinarys,0
inure,outgoing,0
inure,outmoded,0
inure,overall,0
inure,personnel,0
inure,place,0
inure,policies,0
inure,populous,0
inure,portion,0
inure,possible,0
inure,practices,1
inure,praise,0
inure,presentments,0
inure,primary,0
inure,problem,0
inure,produced,0
inure,program,0
inure,proportionate,0
inure,proposed,0
inure,protected,0
inure,provide,0
inure,purchasing,1
inure,pye,0
inure,realize,0
inure,receive,0
inure,received,0
inure,receives,0
inure,recent,0
inure,recommended,0
inure,reduce,0
inure,registration,0
inure,relative,0
inure,remedy,0
inure,reports,0
inure,reset,0
inure,result,0
inure,revised,0
inure,said,1
inure,seen,0
inure,septemberoctober,0
inure,services,0
inure,size,0
inure,state,0
inure,steps,0
inure,studied,0
inure,superior,0
inure,swipe,0
inure,take,0
inure,taxpayers,0
inure,term,0
inure,termend,0
inure,thanks,0
inure,title,0
inure,took,0
inure,topics,1
inure,two,0
inure,urged,0
inure,voters,0
inure,wards,0
inure,welfare,0
inure,well,1
inure,widespread,0
investigate,accepted,0
investigate,achieve,0
investigate,act,0
investigate,administration,0
investigate,administrators,0
investigate,allen,1
investigate,also,0
investigate,ambiguous,0
investigate,among,0
investigate,appointment,0
investigate,appraisers,0
investigate,assistance,0
investigate,atlanta,0
investigate,atlantas,0
investigate,automobile,0
investigate,available,0
investigate,awarding,0
investigate,believes,0
investigate,best,0
investigate,burden,0
investigate,charge,0
investigate,charged,1
investigate,child,0
investigate,city,0
investigate,clerical,0
investigate,combined,0
investigate,commented,0
investigate,committee,0
investigate,compensation,0
investigate,conducted,0
investigate,considering,0
investigate,continue,0
investigate,cost,0
investigate,counties,0
investigate,county,0
investigate,court,1
investigate,date,0
investigate,department,0
investigate,departments,0
investigate,deserves,0
investigate,disable,0
investigate,disproportionate,0
investigate,distribute,0
investigate,distribution,0
investigate,durwood,1
investigate,effected,0
investigate,effective,0
investigate,efficiency,0
investigate,election,0
investigate,enabling,0
investigate,end,0
investigate,evidence,0
investigate,exception,0
investigate,executive,0
investigate,experienced,0
investigate,failure,0
investigate,federal,0
investigate,feel,0
investigate,fees,0
investigate,find,0
investigate,fire,0
investigate,fit,0
investigate,follow,0
investigate,foster,0
investigate,friday,0
investigate,fulton,1
investigate,funds,0
investigate,future,0
investigate,general,0
investigate,generally,0
investigate,georgias,0
investigate,governments,0
investigate,grand,0
investigate,granted,0
investigate,greater,0
investigate,guardians,0
investigate,handful,0
investigate,handling,0
investigate,hardfought,1
investigate,homes,0
investigate,however,0
investigate,implementation,0
investigate,improving,0
investigate,inadequate,0
investigate,interest,0
investigate,inure,0
investigate,investigate,0
investigate,investigation,0
investigate,irregularities,1
investigate,items,0
investigate,ivan,1
investigate,judge,1
investigate,jurors,0
investigate,jury,1
investigate,lacking,0
investigate,law,0
investigate,laws,0
investigate,legislators,0
investigate,legislature,0
investigate,less,0
investigate,major,0
investigate,manner,0
investigate,many,0
investigate,may,0
investigate,mayornominate,1
investigate,merger,0
investigate,might,0
investigate,modernizing,0
investigate,money,0
investigate,nevertheless,0
investigate,next,0
investigate,none,0
investigate,number,0
investigate,offices,0
investigate,often,0
investigate,one,0
investigate,operated,0
investigate,orderly,0
investigate,ordinarys,0
investigate,outgoing,0
investigate,outmoded,0
investigate,overall,0
investigate,personnel,0
investigate,place,0
investigate,policies,0
investigate,populous,0
investigate,portion,0
investigate,possible,1
investigate,practices,0
investigate,praise,0
investigate,presentments,0
investigate,primary,1
investigate,problem,0
investigate,produced,0
investigate,program,0
investigate,proportionate,0
investigate,proposed,0
investigate,protected,0
investigate,provide,0
investigate,purchasing,0
investigate,pye,1
investigate,realize,0
investigate,receive,0
investigate,received,0
investigate,receives,0
investigate,recent,0
investigate,recommended,0
investigate,reduce,0
investigate,registration,0
investigate,relative,0
investigate,remedy,0
investigate,reports,1
investigate,reset,0
investigate,result,0
investigate,revised,0
investigate,said,0
investigate,seen,0
investigate,septemberoctober,1
investigate,services,0
investigate,size,0
investigate,state,0
investigate,steps,0
investigate,studied,0
investigate,superior,1
investigate,swipe,0
investigate,take,0
investigate,taxpayers,0
investigate,term,1
investigate,termend,0
investigate,thanks,0
investigate,title,0
investigate,took,0
investigate,topics,0
investigate,two,0
investigate,urged,0
investigate,voters,0
investigate,wards,0
investigate,welfare,0
investigate,well,0
investigate,widespread,0
investigation,accepted,0
investigation,achieve,0
investigation,act,0
investigation,administration,0
investigation,administrators,0
investigation,allen,0
investigation,also,0
investigation,ambiguous,0
investigation,among,0
investigation,appointment,0
investigation,appraisers,0
investigation,assistance,0
investigation,atlanta,0
investigation,atlantas,1
investigation,automobile,0
investigation,available,0
investigation,awarding,0
investigation,believes,0
investigation,best,0
investigation,burden,0
investigation,charge,0
investigation,charged,0
investigation,child,0
investigation,city,0
investigation,clerical,0
investigation,combined,0
investigation,commented,0
investigation,committee,0
investigation,compensation,0
investigation,conducted,0
investigation,considering,0
investigation,continue,0
investigation,cost,0
investigation,counties,0
investigation,county,1
investigation,court,0
investigation,date,0
investigation,department,0
investigation,departments,0
investigation,deserves,0
investigation,disable,0
investigation,disproportionate,0
investigation,distribute,0
investigation,distribution,0
investigation,durwood,0
investigation,effected,0
investigation,effective,0
investigation,efficiency,0
investigation,election,1
investigation,enabling,0
investigation,end,0
investigation,evidence,1
investigation,exception,0
investigation,executive,0
investigation,experienced,0
investigation,failure,0
investigation,federal,0
investigation,feel,0
investigation,fees,0
investigation,find,0
investigation,fire,0
investigation,fit,0
investigation,follow,0
investigation,foster,0
investigation,friday,1
investigation,fulton,1
investigation,funds,0
investigation,future,0
investigation,general,0
investigation,generally,0
investigation,georgias,0
investigation,governments,0
investigation,grand,1
investigation,granted,0
investigation,greater,0
investigation,guardians,0
investigation,handful,0
investigation,handling,0
investigation,hardfought,0
investigation,homes,0
investigation,however,0
investigation,implementation,0
investigation,improving,0
investigation,inadequate,0
investigation,interest,0
investigation,inure,0
investigation,investigate,0
investigation,investigation,0
investigation,irregularities,1
investigation,items,0
investigation,ivan,0
investigation,judge,0
investigation,jurors,0
investigation,jury,1
investigation,lacking,0
investigation,law,0
investigation,laws,0
investigation,legislators,0
investigation,legislature,0
investigation,less,0
investigation,major,0
investigation,manner,0
investigation,many,0
investigation,may,0
investigation,mayornominate,0
investigation,merger,0
investigation,might,0
investigation,modernizing,0
investigation,money,0
investigation,nevertheless,0
investigation,next,0
investigation,none,0
investigation,number,0
investigation,offices,0
investigation,often,0
investigation,one,0
investigation,operated,0
investigation,orderly,0
investigation,ordinarys,0
investigation,outgoing,0
investigation,outmoded,0
investigation,overall,0
investigation,personnel,0
investigation,place,1
investigation,policies,0
investigation,populous,0
investigation,portion,0
investigation,possible,0
investigation,practices,0
investigation,praise,0
investigation,presentments,0
investigation,primary,1
investigation,problem,0
investigation,produced,1
investigation,program,0
investigation,proportionate,0
investigation,proposed,0
investigation,protected,0
investigation,provide,0
investigation,purchasing,0
investigation,pye,0
investigation,realize,0
investigation,receive,0
investigation,received,0
investigation,receives,0
investigation,recent,1
investigation,recommended,0
investigation,reduce,0
investigation,registration,0
investigation,relative,0
investigation,remedy,0
investigation,reports,0
investigation,reset,0
investigation,result,0
investigation,revised,0
investigation,said,1
investigation,seen,0
investigation,septemberoctober,0
investigation,services,0
investigation,size,0
investigation,state,0
investigation,steps,0
investigation,studied,0
investigation,superior,0
investigation,swipe,0
investigation,take,0
investigation,taxpayers,0
investigation,term,0
investigation,termend,0
investigation,thanks,0
investigation,title,0
investigation,took,1
investigation,topics,0
investigation,two,0
investigation,urged,0
investigation,voters,0
investigation,wards,0
investigation,welfare,0
investigation,well,0
investigation,widespread,0
